Tweets,Sentiment,Sentiment Score
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'I believe @nikkihaley just told Trump she disapproves of BrettKavanaugh! ImpeachTrumpNow\xe2\x80\xa6 https://t.co/OzcrSBoyzh',Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
"b""RT @JJS5547: Let's get this decree for every state. jjs5547 maga walkaway potus redwave realDonaldTrump trumpman tornadotrump Vote\xe2\x80\xa6""",Neutral,0
"b'Realdonaldtrump.Stop characterizing Democrats as an ""angry mob"".  The angry mobs we see are your campaign rallies\xe2\x80\xa6 https://t.co/IN9DNbAkZc'",Negative,-1
"b'IF POLITICIANS ALLOWED OUR POLICE AND ICE TO DO THEIR JOB, AMERICA WOULD BE A MUCH SAFER COUNTRY! MAGA realDonaldTrump'",Neutral,0
b'@Football_Animal @obj Could get more popular than the realdonaldtrump wig?',Positive,1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
"b'RT @Aletheia_Now: Amen.......realDonaldTrump  POTUS, WHY WOULD RURAL AREAS NEED 5G? DO ANIMALS NEED TO DIE OF CANCER TOO ? https://t.co/my\xe2\x80\xa6'",Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""RT @JJS5547: Let's get this decree for every state. jjs5547 maga walkaway potus redwave realDonaldTrump trumpman tornadotrump Vote\xe2\x80\xa6""",Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
"b'Amen.......realDonaldTrump  POTUS, WHY WOULD RURAL AREAS NEED 5G? DO ANIMALS NEED TO DIE OF CANCER TOO ? https://t.co/mysjfwEd52'",Neutral,0
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
"b'RT @MichaelRomkey: ""The Democrats for their part seem to have a death wish. They have been shown, time and again, that identity politics an\xe2\x80\xa6'",Negative,-1
b'RT @choisser: The worst part about \xe2\x80\x9closing\xe2\x80\x9d followers is you are blocked from following new ones! realDonaldTrump',Negative,-1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'@realDonaldTrump Thanks for being a nut job!\n\nrealDonaldTrump\nCrazyTime\nOrangeNixon \nTinfoilHats https://t.co/UCjjNtgjoe',Neutral,0
"b'We were told realDonaldTrump would ramp up the crazy as he is backed into to a corner, but who would have thought\xe2\x80\xa6 https://t.co/4wBLULMhPl'",Negative,-1
"b'""The Democrats for their part seem to have a death wish. They have been shown, time and again, that identity politi\xe2\x80\xa6 https://t.co/UfCkzQByj4'",Negative,-1
b'@ABC RahmEmanuel has given up on Chicago and blame the African-Americans lack of moral character for the mess.\xe2\x80\xa6 https://t.co/A46U27vEB8',Negative,-2
"b""RT @Adrian33609: @EdKrassen @janjan_collins It is like someone gave donald a U.S. credit card and he just can't stop spending. Trying to im\xe2\x80\xa6""",Positive,1
b'RT @rcs1218: The Kavanaugh fiasco will not be truly over unless after the Nov 6 elections the gop retains both houses of Congress.\nGET OUT\xe2\x80\xa6',Negative,-1
b'The worst part about \xe2\x80\x9closing\xe2\x80\x9d followers is you are blocked from following new ones! realDonaldTrump',Negative,-1
b'@GMA @DrJAshton @realDonaldTrump @CBSThisMorning @esa GMA realDonaldTrump CBSThisMorning esa TODAYshow\xe2\x80\xa6 https://t.co/5uHwppoSRY',Neutral,0
"b""RT @jeffreymmiller: realDonaldTrump's Tea Party Leader charged with distributing explosives, possessing illegal machine gun parts and othe\xe2\x80\xa6""",Negative,-1
b'@2christian @ChatByCC @BreitbartNews So much for @taylorswift13 endorsement. Why can\xe2\x80\x99t entertainers stick to entert\xe2\x80\xa6 https://t.co/fPs2IYMtjb',Neutral,0
"b""A bizarre new movie about Satanist realDonaldTrump offers a terrifying glimpse into 'Christian' Authoritarianism.\xe2\x80\xa6 https://t.co/3AJSB4kZ2m""",Negative,-1
"b""realDonaldTrump's Tea Party Leader charged with distributing explosives, possessing illegal machine gun parts and\xe2\x80\xa6 https://t.co/xfC7MmTn7i""",Negative,-1
"b'RT @TigerGaming_com: SMART GUYS bet on Politics at @TigerGaming_com \nWho will win the Next \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Presidential Election?  \nrealdonaldtrump,\xe2\x80\xa6'",Positive,1
b'RT @LifePatriot4: GOOD MORNING AMERICA!!! - WINNING IS AWESOME!\nMAGA realDonaldTrump  MYPRESIDENT',Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
"b'""STEPHEN MILLER"":\n  (Senior POLITICAL\n        POLICY Advisor):\n   *https://t.co/PjFWL5yzkR\n1.*\xe2\x80\xa6 https://t.co/KGwdNJT3EM'",Neutral,0
"b""RT @JJS5547: What I don't get.. what did and does Obama have on all these people that they lost their positions and reputations for.. MAGA\xe2\x80\xa6""",Negative,-1
b'RT @LifePatriot4: GOOD MORNING AMERICA!!! - WINNING IS AWESOME!\nMAGA realDonaldTrump  MYPRESIDENT',Neutral,0
"b'@AnthemRespect Amen! I\xe2\x80\x99ve lived in Alaska, and the population is smaller than most US cities...and it is a Red stat\xe2\x80\xa6 https://t.co/9pruYPp816'",Neutral,0
b'Remember MAGA vote Red.TEAMMAGA realDonaldTrump https://t.co/KMsLuxMpu0',Neutral,0
b'Trump sees only his own victimhood as he apologises to Kavanaugh realDonaldTrump All of you rich entitled white me\xe2\x80\xa6 https://t.co/JJASntkSpm',Positive,1
b'SMART GUYS bet on Politics at @TigerGaming_com \nWho will win the Next \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Presidential Election?  \nrealdonaldtrump\xe2\x80\xa6 https://t.co/8Z7HgjjN2t',Positive,1
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/AwRGlOuiCK',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/iK42ZULn8n',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/C9VwAA2fYm',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/YwULy4lBZd',Neutral,0
b'GOOD MORNING AMERICA!!! - WINNING IS AWESOME!\nMAGA realDonaldTrump  MYPRESIDENT',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/g9krc96jCi',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/s8cr1vWiKv',Neutral,0
"b'@dcexaminer Paul chamber of commerce Ryan has been a bad dream for the republicans, you let Rino run the city, gave\xe2\x80\xa6 https://t.co/5bzxC04EZK'",Negative,-1
"b""RT @jeffreymmiller: American Women are angry at CORRUPT Russian Puppet realDonaldTrump and his GOP. And it's not just about Alcoholic RAP\xe2\x80\xa6""",Negative,-1
"b""RT @jeffreymmiller: American Women are angry at CORRUPT Russian Puppet realDonaldTrump and his GOP. And it's not just about Alcoholic RAP\xe2\x80\xa6""",Negative,-1
b'Freshly minted Justice Kavanaugh gets to work at Supreme Court looking for cases which will entrench\xe2\x80\xa6 https://t.co/mjjJdbVlQU',Positive,1
"b""American Women are angry at CORRUPT Russian Puppet realDonaldTrump and his GOP. And it's not just about Alcoholic\xe2\x80\xa6 https://t.co/szbneIQ5aq""",Negative,-1
"b""RT @CyberManBoy: Imagine you lived in a small village with realDonaldTrump. He'd be the guy that shits in the well and tells them it's goo\xe2\x80\xa6""",Positive,1
b'RT @robbienotrobin: RealDonaldTrump I hope every female in your family comes forward to you with their metoo stories (that you were not r\xe2\x80\xa6',Neutral,0
b'NRA is desperate for members and money now that they got caught taking mobey from Russia to help realDonaldTrump https://t.co/KBwghQQqjy',Negative,-1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'How come TRUMP keeps supporting FAKE evil Satanic weather Lies????????\nrealDonaldTrump',Neutral,0
b'@kilmeade @foxandfriends kilmeade realDonaldTrump   \xe2\x80\x9cA Good Day for America and its Future!\xe2\x80\x9d Supreme Court gets b\xe2\x80\xa6 https://t.co/zrEbtofp7k',Neutral,0
"b""From one mysoginist rapist to another, realdonaldtrump apologizes to BrettKavanaugh on behalf of the nation. Don'\xe2\x80\xa6 https://t.co/9onpPyGE0C""",Neutral,0
"b""The Kremlin created a fake 'manspreading' video -- and conservative media in the realDonaldTrump Regime helped it\xe2\x80\xa6 https://t.co/dGIAUr2imD""",Negative,-1
"b""RT @CyberManBoy: Imagine you lived in a small village with realDonaldTrump. He'd be the guy that shits in the well and tells them it's goo\xe2\x80\xa6""",Positive,1
b'realDonaldTrump Regime Florida Candidate wrote a book arguing the Rounding Fathers were right not to abolish slave\xe2\x80\xa6 https://t.co/QO1aWfbCf6',Neutral,0
b'@Bre_payton @foxandfriends @FoxNews bre_payton. foxandfriends  realDonaldTrump   No such thing as Democratic Soc\xe2\x80\xa6 https://t.co/Wl1BqBr83o',Neutral,0
b'I lost so many followers that I cannot follow new ones! Twittdom censorship is real and painful! realDonaldTrump',Negative,-1
"b""Imagine you lived in a small village with realDonaldTrump. He'd be the guy that shits in the well and tells them i\xe2\x80\xa6 https://t.co/4nuTO4RDUQ""",Positive,1
b'@foxandfriends foxandfriends realDonaldTrump   A known sexual abuser and a former politician who tried to deceive\xe2\x80\xa6 https://t.co/GxqN6NbSp1',Neutral,0
b'RealDonaldTrump I hope every female in your family comes forward to you with their metoo stories (that you were n\xe2\x80\xa6 https://t.co/fZPqaCMqc8',Neutral,0
"b'@CNNPolitics She met with her Russian handler who passed along instructions for that little Rusky wannabe husband of hers, realDonaldTrump'",Neutral,0
b'RT @jeriharrell: realDonaldTrump I am part of the \xe2\x80\x9cAmerican People\xe2\x80\x9d. Do not ever apologize on my behalf again. You do not speak for me.',Neutral,0
"b'""W"" globalist focus leads to recession in USA - \nObama does nothing but create racial divide.\nrealDonaldTrump cre\xe2\x80\xa6 https://t.co/LcySZLV65v'",Neutral,0
b'realDonaldTrump I am part of the \xe2\x80\x9cAmerican People\xe2\x80\x9d. Do not ever apologize on my behalf again. You do not speak for me.',Neutral,0
b'RT @carbonatedthoug: Great question. realDonaldTrump. https://t.co/6EYOVfL1RR',Neutral,0
"b'RT @erobertson03: realDonaldTrump - still waiting for an official comment on the murder of journalist Jamal Khashoggi - so Trump family, w\xe2\x80\xa6'",Negative,-1
"b'RT @erobertson03: realDonaldTrump -The fools that think putting Kavanaugh on the Supreme Court is only about  the ""women issue"" are indeed\xe2\x80\xa6'",Neutral,0
b'realDonaldTrump - still waiting for an official comment on the murder of journalist Jamal Khashoggi - so Trump fam\xe2\x80\xa6 https://t.co/fDtHs8ZKLk',Negative,-1
"b'realDonaldTrump -The fools that think putting Kavanaugh on the Supreme Court is only about  the ""women issue"" are\xe2\x80\xa6 https://t.co/49tknTi9kT'",Neutral,0
b'@realDonaldTrump @POTUS Yes @potus potus has so much in common with Columbus celebratemurderday Racist\xe2\x80\xa6 https://t.co/zYvwZG4b3g',Neutral,0
"b""I saw this on the BBC\n\nUS trade war would make world 'poorer and more dangerous' - https://t.co/amNewwKdIR\xe2\x80\xa6 https://t.co/qq3xojmH3C""",Neutral,0
b'realDonaldTrump realdonaldtrump is the stupidest President ever.',Negative,-1
"b""RT @Adrian33609: @EdKrassen @janjan_collins It is like someone gave donald a U.S. credit card and he just can't stop spending. Trying to im\xe2\x80\xa6""",Positive,1
"b'RT @robbienotrobin: RealDonaldTrump Shame on you. For apologizing to a sexual predator, for calling the outrage a hoax, for tying the FBI\xe2\x80\x99\xe2\x80\xa6'",Negative,-1
"b""RT @Adrian33609: @EdKrassen @janjan_collins It is like someone gave donald a U.S. credit card and he just can't stop spending. Trying to im\xe2\x80\xa6""",Positive,1
"b""@EdKrassen @janjan_collins It is like someone gave donald a U.S. credit card and he just can't stop spending. Tryin\xe2\x80\xa6 https://t.co/LxzOMMFFAg""",Positive,1
b'RT @ToniCamac2: My son switched from registered Independent to Republican....his frontal lobe has finally fully developed!! maga realDona\xe2\x80\xa6',Neutral,0
b'RT @ToniCamac2: My son switched from registered Independent to Republican....his frontal lobe has finally fully developed!! maga realDona\xe2\x80\xa6',Neutral,0
b'My son switched from registered Independent to Republican....his frontal lobe has finally fully developed!! maga realDonaldTrump',Neutral,0
"b'RT @robbienotrobin: RealDonaldTrump Shame on you. For apologizing to a sexual predator, for calling the outrage a hoax, for tying the FBI\xe2\x80\x99\xe2\x80\xa6'",Negative,-1
"b'RT @robbienotrobin: RealDonaldTrump Shame on you. For apologizing to a sexual predator, for calling the outrage a hoax, for tying the FBI\xe2\x80\x99\xe2\x80\xa6'",Negative,-1
"b""RT @A1Houseboy1: Trump falsely says Kavanaugh was 'proven innocent' at swearing-in https://t.co/CMAgx7vtKQ Any 1 w/half a brain knows innoc\xe2\x80\xa6""",Negative,-1
"b'RT @robbienotrobin: RealDonaldTrump Shame on you. For apologizing to a sexual predator, for calling the outrage a hoax, for tying the FBI\xe2\x80\x99\xe2\x80\xa6'",Negative,-1
"b'RealDonaldTrump Shame on you. For apologizing to a sexual predator, for calling the outrage a hoax, for tying the\xe2\x80\xa6 https://t.co/py8Jry9Eai'",Negative,-1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'Trump Campaign Aide Requested Online Manipulation Plans From Israeli Intelligence Firm https://t.co/OtdMe0CfcH 4 su\xe2\x80\xa6 https://t.co/Clm0La7vrb',Neutral,0
"b""Trump falsely says Kavanaugh was 'proven innocent' at swearing-in https://t.co/CMAgx7vtKQ Any 1 w/half a brain know\xe2\x80\xa6 https://t.co/SFTTE8gDSV""",Negative,-1
"b'RT @DFronterhouse: Test Yourself: If you believe Democrats colluded with Russia like realDonaldTrump claims, or made up allegations agains\xe2\x80\xa6'",Neutral,0
"b'Test Yourself: If you believe Democrats colluded with Russia like realDonaldTrump claims, or made up allegations a\xe2\x80\xa6 https://t.co/ZyjVRhvstV'",Neutral,0
"b""@realDonaldTrump please don't lie and apologize falsely for me and many Americans to Kavanaugh, not your job realDonaldTrump""",Negative,-2
"b""@FoxNews @POTUS Democrats and liberals won't like THAT, since they HATE cops!\n\nBlueLivesMatter CopsLivesMatter\xe2\x80\xa6 https://t.co/QYgyLK3v7j""",Positive,1
"b'RT @EdwinLo31339753: Good morning troops , vets and patriots . God bless . GodblessAmerica realDonaldTrump POTUS RNC GOP MAGA KAG R\xe2\x80\xa6'",Positive,1
"b'RT @EdwinLo31339753: Good morning troops , vets and patriots . God bless . GodblessAmerica realDonaldTrump POTUS RNC GOP MAGA KAG R\xe2\x80\xa6'",Positive,1
"b'Good morning troops , vets and patriots . God bless . GodblessAmerica realDonaldTrump POTUS RNC GOP MAGA KAG\xe2\x80\xa6 https://t.co/N84ugwsx1o'",Positive,1
"b'Yea, right, your dreaming, you low IQ moron! FatNixon ComboverCrook KidsInCages CadetBoneSpurs realDonaldTrump https://t.co/uTVsa8LcVH'",Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'@McFaul Amb McFaul u r forgiven !!!realDonaldTrump',Neutral,0
"b'RT @rcs1218: Sen Susan Collins\xe2\x80\x99 courageous speech on the Senate floor will go down in the annals of history, showing her to be a champion o\xe2\x80\xa6'",Positive,2
b'RT @rcs1218: trump roasted Diane Feinstein in Kansas. Why not? The Dems and their media cohorts roast him all day Every day.\nmaga kag \xe2\x80\xa6',Positive,1
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
b'RT @nwsgop: realDonaldTrump  Thank you Mr President. We want to save our city from becoming the next Detroit https://t.co/MOHYal351R',Neutral,0
"b'RT @bearclawws: Best Tweet of the month goes to.. ""How do you know it was ""flawed"" and ""incomplete"" when it wasn\'t even publicly released?""\xe2\x80\xa6'",Neutral,0
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b'Best Tweet of the month goes to.. ""How do you know it was ""flawed"" and ""incomplete"" when it wasn\'t even publicly re\xe2\x80\xa6 https://t.co/5H0Vl50ZuM'",Neutral,0
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b'USA; a democratic country? Scary to experience how a supreme court judge is selected and inaugurated. Pow, pow!\xe2\x80\xa6 https://t.co/dXh9UYfcRq'",Positive,1
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b""Trump 'about 25 per cent less' of a Taylor Swift fan after pop star backs Democrats https://t.co/epu39ipS4S Trump\xe2\x80\xa6 https://t.co/IBjbfSiBXW""",Neutral,0
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b'RT @WilsonShilo: ""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""  https://t.co/ukqmb\xe2\x80\xa6'",Positive,1
"b'""US voter registration spikes and Trump IdiotInChief responds after TaylorSwift urges fans to vote""\xe2\x80\xa6 https://t.co/ZTzTB7QfkS'",Positive,1
b'realDonaldTrump  Thank you Mr President. We want to save our city from becoming the next Detroit https://t.co/MOHYal351R',Neutral,0
b'RT @nwsgop: Classy move by realDonaldTrump https://t.co/jZlNsWyCQS',Neutral,0
b'Classy move by realDonaldTrump https://t.co/jZlNsWyCQS',Neutral,0
"b'@CNN I have nothing to apologize for! Kavanaugh should apologize. He was belligerent, demonstrated partisanship, an\xe2\x80\xa6 https://t.co/6XlIMQxNZg'",Neutral,0
b'@A_YoungFan2020 You\xe2\x80\x99re right. I thank her for reminding me to update. 3rd time ever in my life. First 2 times were\xe2\x80\xa6 https://t.co/KGrFJ72rJ1',Positive,1
b'@FemiAbodunde @realDonaldTrump @GOP realDonaldTrump is restoring AmericaFirst and not selling us to China NO LONGER like the rest',Positive,1
"b""RT @OMID_RAHBAR: The best gentle apologizing in conference to a family who were victims of the very obvious and cleared opposition's plans.\xe2\x80\xa6""",Positive,3
"b""The best gentle apologizing in conference to a family who were victims of the very obvious and cleared opposition's\xe2\x80\xa6 https://t.co/f5eHJM9Sn9""",Positive,3
b'@johnlegend @Beloved31075 Im voting for the 3rd ever in my life. The first 2xs was in 2016 for POTUS realDonaldTrump',Neutral,0
"b""RT @JJS5547: What I don't get.. what did and does Obama have on all these people that they lost their positions and reputations for.. MAGA\xe2\x80\xa6""",Negative,-1
"b""RT @JJS5547: What I don't get.. what did and does Obama have on all these people that they lost their positions and reputations for.. MAGA\xe2\x80\xa6""",Negative,-1
b'FELLOW AMERICANS JOIN w me In November to SAVE the country by VOTING OUT all the complicit gop republican party m\xe2\x80\xa6 https://t.co/RwlLYj2D85',Negative,-1
b'@FoxNews Breaking News: He joins Bill &amp; Hillary Clintons speaking tour. Hannity tucker  HARRISFAULKER\xe2\x80\xa6 https://t.co/CVAw3dQdxQ',Neutral,0
"b""\xe2\x81\xa6@realDonaldTrump\xe2\x81\xa9 tariffs have already cost Ford $1B; now it's planning layoffs . Great job Donnie, your stupidi\xe2\x80\xa6 https://t.co/PCa9wIYhPz""",Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
"b'RT @rcs1218: Isn\xe2\x80\x99t it Interesting that the more success trump has in maga,  the stronger and louder the Dems rage is becomes. They do NO\xe2\x80\xa6'",Positive,1
"b'RT @rcs1218: Isn\xe2\x80\x99t it Interesting that the more success trump has in maga,  the stronger and louder the Dems rage is becomes. They do NO\xe2\x80\xa6'",Positive,1
"b'RT @rcs1218: Sen Susan Collins\xe2\x80\x99 courageous speech on the Senate floor will go down in the annals of history, showing her to be a champion o\xe2\x80\xa6'",Positive,2
"b'RT @rcs1218: Understand, dems want judges to be political activists rather than interpreters of the law. They have just shown that they do\xe2\x80\xa6'",Neutral,0
b'RT @rcs1218: Dems literally are waging war against the constitution so scotus judges can be used as political tools rather than unbiased\xe2\x80\xa6',Neutral,0
b'RT @rcs1218: Now the Dems scheme is to make an Amendment making scotus seats only 4yr appointments. Pass THAT one  by the voting populous\xe2\x80\xa6',Neutral,0
b'RT @rcs1218: The Kavanaugh fiasco will not be truly over unless after the Nov 6 elections the gop retains both houses of Congress.\nGET OUT\xe2\x80\xa6',Negative,-1
b'RT @IntegralEarth1: realDonaldTrump and his family defrauded the American government out of nearly $500 million in taxes. Criminal.',Neutral,0
"b'RT @rcs1218: Sen Susan Collins\xe2\x80\x99 courageous speech on the Senate floor will go down in the annals of history, showing her to be a champion o\xe2\x80\xa6'",Positive,2
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
"b'RT @rcs1218: Isn\xe2\x80\x99t it Interesting that the more success trump has in maga,  the stronger and louder the Dems rage is becomes. They do NO\xe2\x80\xa6'",Positive,1
"b'RT @rcs1218: Isn\xe2\x80\x99t it Interesting that the more success trump has in maga,  the stronger and louder the Dems rage is becomes. They do NO\xe2\x80\xa6'",Positive,1
"b'Isn\xe2\x80\x99t it Interesting that the more success trump has in maga,  the stronger and louder the Dems rage is becomes.\xe2\x80\xa6 https://t.co/0Q2RQFt5mC'",Positive,1
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
"b'Sen Susan Collins\xe2\x80\x99 courageous speech on the Senate floor will go down in the annals of history, showing her to be a\xe2\x80\xa6 https://t.co/Ks2FVnIW9k'",Positive,1
b'RT @rcs1218: The Kavanaugh fiasco will not be truly over unless after the Nov 6 elections the gop retains both houses of Congress.\nGET OUT\xe2\x80\xa6',Negative,-1
"b'Understand, dems want judges to be political activists rather than interpreters of the law. They have just shown t\xe2\x80\xa6 https://t.co/KKwnkVX3hY'",Neutral,0
b'Dems literally are waging war against the constitution so scotus judges can be used as political tools rather tha\xe2\x80\xa6 https://t.co/8n35KTBVAC',Neutral,0
b'@realDonaldTrump @DHSgov Flow More Grant Money To Law Enforcement NOW More Cops Are Needed On Americas Streets\xe2\x80\xa6 https://t.co/3irCpDciXV',Neutral,0
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
b'Now the Dems scheme is to make an Amendment making scotus seats only 4yr appointments. Pass THAT one  by the voti\xe2\x80\xa6 https://t.co/X0WpBsWFf4',Neutral,0
b'RT @rcs1218: The Kavanaugh fiasco will not be truly over unless after the Nov 6 elections the gop retains both houses of Congress.\nGET OUT\xe2\x80\xa6',Negative,-1
b'The Kavanaugh fiasco will not be truly over unless after the Nov 6 elections the gop retains both houses of Congre\xe2\x80\xa6 https://t.co/lCSvbKW3di',Negative,-1
"b'Given how Michael Avenatti sank the Dems by trotting out those ridiculous accusers one wonders If perhaps, just pe\xe2\x80\xa6 https://t.co/3hNLmWQaGj'",Neutral,0
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
"b'Again, Congratulations to JUSTICE Brett Kavanaugh! We know he will serve us well in fairly interpreting our great c\xe2\x80\xa6 https://t.co/cmC9boOPZT'",Positive,3
"b'Crap. Now we\xe2\x80\x99ll have to endure another few weeks of dems wailing and renting of clothing. Oh, well. Only to be exp\xe2\x80\xa6 https://t.co/f099McTwjF'",Neutral,0
